weather_date,zip_code,city,state,precipitation_mm,max_wind_kmh,max_temp_c,min_temp_c,weather_code,severity
2026-01-16,46204,Indianapolis,IN,1.2,48.6,2.8,-6.6,73,moderate
2026-01-16,60601,Chicago,IL,2.0,50.8,1.9,-5.4,73,moderate
2026-01-17,43215,Columbus,OH,1.3,43.6,0.9,-5.9,73,moderate
2026-01-17,46204,Indianapolis,IN,2.9,41.8,0.5,-9.1,75,moderate
2026-01-17,60601,Chicago,IL,0.1,52.9,-4.3,-11.1,71,moderate
2026-01-18,43215,Columbus,OH,0.3,29.9,-5.8,-9.4,71,calm
2026-01-18,46204,Indianapolis,IN,0.8,38.2,-5.7,-11.4,73,calm
2026-01-18,60601,Chicago,IL,1.0,41.0,-7.6,-13.2,71,moderate
2026-01-19,43215,Columbus,OH,1.1,55.8,-4.6,-13.2,73,moderate
2026-01-19,46204,Indianapolis,IN,0.0,58.0,-4.3,-12.3,3,moderate
2026-01-19,60601,Chicago,IL,1.4,61.2,-7.3,-17.6,73,severe
2026-01-20,43215,Columbus,OH,0.0,36.7,-6.6,-14.2,3,calm
2026-01-20,46204,Indianapolis,IN,0.0,30.2,-3.7,-14.1,3,calm
2026-01-20,60601,Chicago,IL,0.0,33.5,-6.4,-16.8,3,extreme_cold
2026-01-21,43215,Columbus,OH,0.3,55.8,3.7,-9.1,71,moderate
2026-01-21,46204,Indianapolis,IN,0.0,64.4,7.3,-4.8,3,severe
2026-01-21,60601,Chicago,IL,2.0,50.0,-1.1,-6.2,73,moderate
2026-01-22,43215,Columbus,OH,0.1,47.5,2.3,-3.3,51,moderate
2026-01-22,46204,Indianapolis,IN,0.0,52.9,2.6,-6.6,3,moderate
2026-01-22,60601,Chicago,IL,0.1,66.6,-2.1,-10.6,71,severe
2026-01-23,43215,Columbus,OH,0.0,43.2,-2.8,-14.6,3,moderate
2026-01-23,46204,Indianapolis,IN,0.0,38.2,-3.8,-16.5,3,extreme_cold
2026-01-23,60601,Chicago,IL,0.0,54.0,-12.9,-23.0,3,extreme_cold
2026-01-24,43215,Columbus,OH,1.0,31.0,-10.1,-15.8,71,extreme_cold
2026-01-24,46204,Indianapolis,IN,3.3,34.2,-11.1,-16.8,73,extreme_cold
2026-01-24,60601,Chicago,IL,2.3,28.8,-12.0,-22.6,73,extreme_cold
2026-01-25,43215,Columbus,OH,26.5,36.7,-7.7,-11.4,75,severe
2026-01-25,46204,Indianapolis,IN,25.3,37.1,-10.5,-13.8,75,severe
2026-01-25,60601,Chicago,IL,5.5,47.5,-7.1,-14.6,73,moderate
2026-01-26,43215,Columbus,OH,0.1,37.4,-10.2,-18.4,71,extreme_cold
2026-01-26,46204,Indianapolis,IN,0.0,32.4,-10.8,-18.8,3,extreme_cold
2026-01-26,60601,Chicago,IL,0.0,49.3,-14.1,-18.2,3,extreme_cold
2026-01-27,43215,Columbus,OH,0.0,45.4,-8.0,-18.9,3,extreme_cold
2026-01-27,46204,Indianapolis,IN,0.0,45.4,-7.4,-17.8,1,extreme_cold
2026-01-27,60601,Chicago,IL,0.0,51.1,-9.6,-15.1,3,extreme_cold
2026-01-28,43215,Columbus,OH,0.0,27.7,-12.6,-23.8,3,extreme_cold
2026-01-28,46204,Indianapolis,IN,0.0,31.3,-10.2,-22.7,3,extreme_cold
2026-01-28,60601,Chicago,IL,0.0,42.5,-9.8,-17.4,1,extreme_cold
2026-01-29,43215,Columbus,OH,0.0,18.0,-12.1,-19.8,3,extreme_cold
2026-01-29,46204,Indianapolis,IN,0.0,18.0,-11.2,-21.4,3,extreme_cold
2026-01-29,60601,Chicago,IL,0.0,25.9,-10.4,-17.0,3,extreme_cold
2026-01-30,43215,Columbus,OH,0.0,14.8,-9.4,-20.2,3,extreme_cold
2026-01-30,46204,Indianapolis,IN,0.0,22.0,-9.3,-20.8,3,extreme_cold
2026-01-30,60601,Chicago,IL,2.5,40.3,-6.4,-14.4,73,moderate
2026-01-31,43215,Columbus,OH,0.0,29.5,-10.1,-27.1,3,extreme_cold
2026-01-31,46204,Indianapolis,IN,0.4,38.2,-8.5,-17.4,71,extreme_cold
2026-01-31,60601,Chicago,IL,3.0,45.4,-3.7,-11.9,73,moderate
2026-02-01,43215,Columbus,OH,0.0,24.1,-8.4,-16.9,3,extreme_cold
2026-02-01,46204,Indianapolis,IN,0.0,20.2,-7.0,-23.1,3,extreme_cold
2026-02-01,60601,Chicago,IL,0.0,32.0,-3.9,-11.6,3,calm
2026-02-02,43215,Columbus,OH,0.1,21.6,-4.0,-21.8,71,extreme_cold
2026-02-02,46204,Indianapolis,IN,0.2,32.4,-1.4,-10.6,71,calm
2026-02-02,60601,Chicago,IL,0.3,31.7,-2.5,-5.8,71,calm
2026-02-03,43215,Columbus,OH,0.0,16.6,-1.0,-6.7,3,calm
2026-02-03,46204,Indianapolis,IN,0.8,24.1,-0.9,-6.9,71,calm
2026-02-03,60601,Chicago,IL,0.0,31.7,-2.3,-8.2,3,calm
2026-02-04,43215,Columbus,OH,0.0,25.6,-5.2,-11.6,3,calm
2026-02-04,46204,Indianapolis,IN,0.0,27.0,-4.7,-14.3,3,calm
2026-02-04,60601,Chicago,IL,0.0,40.3,-3.2,-8.8,3,moderate
2026-02-05,43215,Columbus,OH,0.0,17.3,-7.9,-19.1,3,extreme_cold
2026-02-05,46204,Indianapolis,IN,0.2,27.0,-5.9,-15.2,71,extreme_cold
2026-02-05,60601,Chicago,IL,0.6,34.9,-2.2,-11.1,71,calm
2026-02-06,43215,Columbus,OH,3.5,53.6,-0.3,-8.2,73,moderate
2026-02-06,46204,Indianapolis,IN,2.0,48.2,1.1,-6.4,73,moderate
2026-02-06,60601,Chicago,IL,3.4,49.7,2.0,-4.4,75,moderate
2026-02-07,43215,Columbus,OH,0.0,51.1,-8.2,-16.9,3,extreme_cold
2026-02-07,46204,Indianapolis,IN,0.0,37.4,-3.4,-12.8,3,calm
2026-02-07,60601,Chicago,IL,0.1,45.0,-5.2,-10.9,71,moderate
2026-02-08,43215,Columbus,OH,0.3,16.2,-6.0,-18.0,71,extreme_cold
2026-02-08,46204,Indianapolis,IN,0.0,27.7,-3.9,-9.2,3,calm
2026-02-08,60601,Chicago,IL,0.8,33.5,-2.9,-5.3,73,calm
2026-02-09,43215,Columbus,OH,0.0,18.0,-2.0,-13.8,3,calm
2026-02-09,46204,Indianapolis,IN,0.0,27.4,0.9,-7.3,3,calm
2026-02-09,60601,Chicago,IL,0.0,36.7,2.0,-7.1,3,calm
2026-02-10,43215,Columbus,OH,0.0,33.1,6.1,-6.6,3,calm
2026-02-10,46204,Indianapolis,IN,0.0,30.2,13.4,-0.6,3,calm
2026-02-10,60601,Chicago,IL,0.0,43.6,7.8,0.9,3,moderate
2026-02-11,43215,Columbus,OH,0.0,42.5,1.9,-2.2,3,moderate
2026-02-11,46204,Indianapolis,IN,0.0,33.5,4.4,-3.0,2,calm
2026-02-11,60601,Chicago,IL,0.0,31.0,4.8,-2.8,3,calm
2026-02-12,43215,Columbus,OH,0.0,32.8,1.6,-6.2,3,calm
2026-02-12,46204,Indianapolis,IN,0.0,18.0,5.0,-5.4,3,calm
2026-02-12,60601,Chicago,IL,0.0,16.9,2.2,-2.8,3,calm
2026-02-13,43215,Columbus,OH,0.0,21.2,4.0,-9.0,0,calm
2026-02-13,46204,Indianapolis,IN,0.0,22.7,9.8,-4.0,3,calm
2026-02-13,60601,Chicago,IL,0.0,34.6,10.8,-2.8,1,calm
2026-02-14,43215,Columbus,OH,0.0,20.9,9.5,-2.8,3,calm
2026-02-14,46204,Indianapolis,IN,4.6,19.1,8.8,0.3,61,calm
2026-02-14,60601,Chicago,IL,0.0,26.3,9.1,-0.9,3,calm
2026-02-15,43215,Columbus,OH,11.4,19.4,9.6,1.9,61,moderate
2026-02-15,46204,Indianapolis,IN,10.6,24.5,9.9,3.7,63,moderate
2026-02-15,60601,Chicago,IL,0.0,23.0,13.4,0.6,3,calm
2026-02-16,43215,Columbus,OH,0.0,33.8,8.6,-0.9,3,calm
2026-02-16,46204,Indianapolis,IN,0.0,34.2,13.9,-0.2,3,calm
2026-02-16,60601,Chicago,IL,0.0,42.5,16.5,2.2,3,moderate
2026-02-17,43215,Columbus,OH,0.0,20.9,12.1,-1.5,3,calm
2026-02-17,46204,Indianapolis,IN,0.0,36.0,13.0,3.3,3,calm
2026-02-17,60601,Chicago,IL,4.2,39.6,10.9,4.9,61,calm
2026-02-18,43215,Columbus,OH,1.1,50.0,18.5,7.1,53,moderate
2026-02-18,46204,Indianapolis,IN,1.9,56.5,19.4,10.1,53,moderate
2026-02-18,60601,Chicago,IL,1.9,48.6,15.8,8.1,53,moderate
2026-02-19,43215,Columbus,OH,4.1,31.3,16.4,8.5,63,calm
2026-02-19,46204,Indianapolis,IN,9.3,36.4,16.4,9.6,63,calm
2026-02-19,60601,Chicago,IL,0.2,29.5,13.8,2.8,51,calm
2026-02-20,43215,Columbus,OH,17.1,74.2,12.2,1.6,65,severe
2026-02-20,46204,Indianapolis,IN,5.4,71.6,12.6,0.0,63,severe
2026-02-20,60601,Chicago,IL,3.9,76.7,7.2,-2.5,71,severe
2026-02-21,43215,Columbus,OH,0.2,28.8,4.9,-1.5,71,calm
2026-02-21,46204,Indianapolis,IN,0.2,29.9,1.1,-3.9,71,calm
2026-02-21,60601,Chicago,IL,0.5,37.1,-0.9,-3.3,71,calm
2026-02-22,43215,Columbus,OH,2.3,48.2,-0.1,-3.0,73,moderate
2026-02-22,46204,Indianapolis,IN,1.2,48.2,-1.9,-5.0,71,moderate
2026-02-22,60601,Chicago,IL,0.6,49.0,-2.5,-6.2,71,moderate
2026-02-23,43215,Columbus,OH,1.0,51.5,-1.8,-4.2,71,moderate
2026-02-23,46204,Indianapolis,IN,0.0,55.4,-1.7,-7.2,3,moderate
2026-02-23,60601,Chicago,IL,0.0,51.5,-2.5,-6.7,3,moderate
2026-02-24,43215,Columbus,OH,0.0,44.3,2.2,-6.8,3,moderate
2026-02-24,46204,Indianapolis,IN,0.0,51.5,4.8,-8.1,3,moderate
2026-02-24,60601,Chicago,IL,0.1,51.8,2.8,-7.4,71,moderate
2026-02-25,43215,Columbus,OH,1.1,49.3,10.1,-0.2,51,moderate
2026-02-25,46204,Indianapolis,IN,0.1,50.8,9.8,2.0,51,moderate
2026-02-25,60601,Chicago,IL,0.0,42.1,2.2,-2.0,3,moderate
2026-02-26,43215,Columbus,OH,0.0,20.5,6.6,-2.2,3,calm
2026-02-26,46204,Indianapolis,IN,0.1,22.3,8.2,-1.2,71,calm
2026-02-26,60601,Chicago,IL,0.0,24.1,4.6,-4.8,3,calm
2026-02-27,43215,Columbus,OH,0.0,37.8,13.6,-0.9,3,calm
2026-02-27,46204,Indianapolis,IN,0.0,39.6,15.7,1.8,3,calm
2026-02-27,60601,Chicago,IL,0.0,37.4,15.4,-1.0,3,calm
2026-02-28,43215,Columbus,OH,0.0,32.4,14.3,3.5,3,calm
2026-02-28,46204,Indianapolis,IN,0.0,41.4,14.1,2.5,3,moderate
2026-02-28,60601,Chicago,IL,0.0,55.4,7.3,-2.2,3,moderate
2026-03-01,43215,Columbus,OH,0.0,40.0,3.2,-3.8,3,calm
2026-03-01,46204,Indianapolis,IN,0.0,40.0,3.5,-2.2,3,calm
2026-03-01,60601,Chicago,IL,0.0,43.9,-1.4,-3.3,3,moderate
2026-03-02,43215,Columbus,OH,2.9,25.2,1.0,-4.4,73,calm
2026-03-02,46204,Indianapolis,IN,4.9,36.7,2.3,-3.2,75,calm
2026-03-02,60601,Chicago,IL,0.0,29.9,3.0,-3.6,3,calm
2026-03-03,43215,Columbus,OH,15.8,26.6,9.5,0.9,61,moderate
2026-03-03,46204,Indianapolis,IN,30.7,29.5,8.1,2.0,63,severe
2026-03-03,60601,Chicago,IL,0.3,22.0,3.0,-0.1,51,calm
2026-03-04,43215,Columbus,OH,8.0,16.9,13.6,6.3,63,calm
2026-03-04,46204,Indianapolis,IN,12.6,27.4,14.7,6.1,63,moderate
2026-03-04,60601,Chicago,IL,2.8,23.8,4.2,-0.2,55,calm
2026-03-05,43215,Columbus,OH,20.2,41.8,17.7,10.4,63,moderate
2026-03-05,46204,Indianapolis,IN,14.4,40.0,17.2,12.2,63,moderate
2026-03-05,60601,Chicago,IL,1.0,18.4,7.9,3.4,53,calm
2026-03-06,43215,Columbus,OH,1.2,37.4,23.3,11.4,53,calm
2026-03-06,46204,Indianapolis,IN,1.5,49.3,24.2,12.7,53,moderate
2026-03-06,60601,Chicago,IL,7.4,37.1,19.9,4.9,63,calm
2026-03-07,43215,Columbus,OH,1.6,63.7,21.7,15.0,51,severe
2026-03-07,46204,Indianapolis,IN,18.5,61.9,18.8,7.7,63,severe
2026-03-07,60601,Chicago,IL,6.5,61.9,17.1,4.4,61,severe
2026-03-08,43215,Columbus,OH,0.6,44.6,14.8,6.9,51,moderate
2026-03-08,46204,Indianapolis,IN,0.0,38.2,14.1,4.1,3,calm
2026-03-08,60601,Chicago,IL,0.0,54.0,15.4,1.1,3,moderate
2026-03-09,43215,Columbus,OH,0.0,42.5,19.6,4.9,0,moderate
2026-03-09,46204,Indianapolis,IN,0.0,55.1,20.3,6.2,3,moderate
2026-03-09,60601,Chicago,IL,0.0,46.4,21.0,8.7,0,moderate
2026-03-10,43215,Columbus,OH,0.6,39.2,22.5,14.6,51,calm
2026-03-10,46204,Indianapolis,IN,0.7,47.9,23.2,16.9,51,moderate
2026-03-10,60601,Chicago,IL,0.3,36.0,14.9,3.5,51,calm
2026-03-11,43215,Columbus,OH,13.4,73.8,21.6,3.2,63,severe
2026-03-11,46204,Indianapolis,IN,44.9,70.6,19.7,2.7,65,severe
2026-03-11,60601,Chicago,IL,7.6,57.6,5.2,1.7,73,moderate
2026-03-12,43215,Columbus,OH,0.7,58.3,7.1,0.4,73,moderate
2026-03-12,46204,Indianapolis,IN,0.0,50.4,8.6,-0.3,3,moderate
2026-03-12,60601,Chicago,IL,0.1,44.6,6.9,-0.6,51,moderate
2026-03-13,43215,Columbus,OH,0.4,101.5,14.2,1.3,73,severe
2026-03-13,46204,Indianapolis,IN,0.4,86.8,13.4,4.9,73,severe
2026-03-13,60601,Chicago,IL,1.6,112.0,7.8,1.5,71,severe
2026-03-14,43215,Columbus,OH,0.0,40.0,7.6,-0.1,3,calm
2026-03-14,46204,Indianapolis,IN,0.0,39.2,9.1,1.1,3,calm
2026-03-14,60601,Chicago,IL,0.6,40.0,2.2,-0.4,71,calm
2026-03-15,43215,Columbus,OH,0.0,65.2,22.8,4.2,3,severe
2026-03-15,46204,Indianapolis,IN,9.9,88.9,21.5,5.6,63,severe
2026-03-15,60601,Chicago,IL,41.6,73.4,16.5,1.2,63,severe
2026-03-16,43215,Columbus,OH,12.7,68.0,17.6,-3.4,73,severe
2026-03-16,46204,Indianapolis,IN,1.9,64.4,10.5,-5.6,73,severe
2026-03-16,60601,Chicago,IL,5.3,67.7,0.9,-6.3,73,severe
2026-03-17,43215,Columbus,OH,0.7,50.8,-2.9,-6.0,71,moderate
2026-03-17,46204,Indianapolis,IN,0.6,49.3,-4.2,-7.7,71,moderate
2026-03-17,60601,Chicago,IL,0.0,47.9,-4.8,-10.1,3,moderate
2026-03-18,43215,Columbus,OH,0.1,34.6,2.7,-8.1,71,calm
2026-03-18,46204,Indianapolis,IN,0.5,34.6,8.4,-5.6,71,calm
2026-03-18,60601,Chicago,IL,0.8,37.4,6.3,-5.2,71,calm
2026-03-19,43215,Columbus,OH,0.8,27.7,16.2,0.2,53,calm
2026-03-19,46204,Indianapolis,IN,0.0,20.9,19.5,3.2,3,calm
2026-03-19,60601,Chicago,IL,2.3,26.6,10.8,0.4,61,calm
2026-03-20,43215,Columbus,OH,0.3,37.8,19.2,5.9,51,calm
2026-03-20,46204,Indianapolis,IN,0.0,39.6,23.9,9.8,3,calm
2026-03-20,60601,Chicago,IL,0.0,38.5,19.1,5.2,3,calm
2026-03-21,43215,Columbus,OH,0.0,34.6,16.8,4.8,3,calm
2026-03-21,46204,Indianapolis,IN,0.0,28.4,22.5,7.1,3,calm
2026-03-21,60601,Chicago,IL,0.0,42.8,20.0,3.7,3,moderate
2026-03-22,43215,Columbus,OH,6.9,58.3,29.2,6.8,63,moderate
2026-03-22,46204,Indianapolis,IN,15.3,49.7,29.5,9.1,63,moderate
2026-03-22,60601,Chicago,IL,1.8,75.6,18.5,0.3,53,severe
2026-03-23,43215,Columbus,OH,5.7,50.8,6.8,1.5,63,moderate
2026-03-23,46204,Indianapolis,IN,0.0,50.8,6.7,0.2,3,moderate
2026-03-23,60601,Chicago,IL,0.1,70.2,2.5,-0.7,51,severe
2026-03-24,43215,Columbus,OH,0.0,28.4,8.4,-2.8,3,calm
2026-03-24,46204,Indianapolis,IN,0.0,29.2,11.4,-2.0,3,calm
2026-03-24,60601,Chicago,IL,0.0,28.4,8.8,-1.5,3,calm
2026-03-25,43215,Columbus,OH,0.0,28.8,18.0,2.3,3,calm
2026-03-25,46204,Indianapolis,IN,0.0,40.7,20.5,4.3,3,moderate
2026-03-25,60601,Chicago,IL,0.0,43.6,20.0,3.8,3,moderate
2026-03-26,43215,Columbus,OH,16.5,73.1,25.5,12.4,63,severe
2026-03-26,46204,Indianapolis,IN,5.7,56.9,27.9,12.9,61,moderate
2026-03-26,60601,Chicago,IL,5.5,68.0,19.8,1.3,63,severe
2026-03-27,43215,Columbus,OH,20.9,52.9,11.7,2.0,63,moderate
2026-03-27,46204,Indianapolis,IN,16.4,50.4,11.6,2.5,63,moderate
2026-03-27,60601,Chicago,IL,0.1,69.8,3.3,-0.4,71,severe
2026-03-28,43215,Columbus,OH,0.0,37.8,6.6,-1.4,3,calm
2026-03-28,46204,Indianapolis,IN,0.0,20.9,8.2,-0.7,3,calm
2026-03-28,60601,Chicago,IL,0.0,36.7,8.0,-1.9,3,calm
2026-03-29,43215,Columbus,OH,0.6,37.8,17.1,-0.3,53,calm
2026-03-29,46204,Indianapolis,IN,0.9,35.6,18.0,2.1,53,calm
2026-03-29,60601,Chicago,IL,0.0,36.4,16.3,4.2,3,calm
2026-03-30,43215,Columbus,OH,0.9,53.6,22.1,11.6,53,moderate
2026-03-30,46204,Indianapolis,IN,0.3,60.5,23.6,13.4,51,severe
2026-03-30,60601,Chicago,IL,3.2,54.4,27.1,9.9,63,moderate
2026-03-31,43215,Columbus,OH,0.1,67.0,25.2,16.5,51,severe
2026-03-31,46204,Indianapolis,IN,4.0,64.8,24.9,17.4,61,severe
2026-03-31,60601,Chicago,IL,5.9,60.1,20.7,4.0,61,severe
